SL. ,Comment,Hate,Type
2953,ei kotha ta kotodin age bolechilam mone ache??,No,Not Hate
2954,Dekte cai ekhon koyjon taken oi list a,No,Not Hate
2955,shitkale pampers pore ghumai,Yes,Others
2956,Vai ar ki dore naki,No,Not Hate
2957,raat e guitar bajale hisu to dhorbei,Yes,Sexual
2958,Khub kosto lagey,No,Not Hate
2959,Amer dhore na.bow ase je amer,No,Not Hate
2960,Vai moner kotha da koisen,No,Not Hate
2961,Raw oo vlo vi Amar bow tw lathi khaita e mara jaba biyar din rat e ,No,Not Hate
2962,Gaja dei k mim ke?,Yes,Others
2963,"Je jai koren na kano, Namaj miss korben na.",No,Not Hate
2964,"Aita Amar kotha na, Amader masjid er hujur bole. ",No,Not Hate
2965,mamunul er shissho,No,Not Hate
2966,ei shob shoytan prithibite ache bolei ghore ghore eto oshanti...,Yes,Others
2967,Haram dhormo beboshayera koi ja porokiya fotoya dite pare nah tai koushole Kore purushder char bow rekhe luichami r nari o shishu  nirjatoner Korar rasta ber Kore rekheche deshe.,Yes,Religious
2968,Dhikkar janai ai nor poshuder,No,Not Hate
2969,Takla burak biai kno kora lgbe eity asol bisoi ,Yes,Appearance
2970,tui to changra. Tor r bou tou nai to!?,Yes,Others
2971,Janowarer bassa,Yes,Slang
2972,Ar indian shalago jinish giya ogo mathay vango.,Yes,Racial
2973,Ma Sha ALLAH.. Allah kobul koruk... R vai eibhabe Islam ee dawah korben in Sha ALLAH..,No,Not Hate
2974,Actually ulta. Ami 3 ta cred course peye ei chobir moto obostha amar,No,Not Hate
2975,"Amar obhigyota theke bolte pari.Ami ekjon teacher,amar prakton college e class sesh hole staff room e, candy lion ke niye amra koekjon teacher alochona kortam,khobor nilam candy der.",No,Not Hate
2976,"Dada sabar kache ek priyo manush hoye uthechen,karon uni bhalo hridoy er,boro mon er manush,ja ajkal durlov pawa",No,Not Hate
2977,"Manush er somman er jogyo uni,eta ekdom sottyi..",No,Not Hate
2978,Amr o khub ichhe Bangladesh giye  candy der sathe dekha korar..r ozia ke dhore khub chotkanor....,Yes,Others
2979,didi tumi kore nao..kibhabe ki korte hobe janiyo..amio korbo tahole..,No,Not Hate
2980," Candy ,Ozi ,Lionder sathe amr khub echhe Prangoner kotha samna samni shonar",No,Not Hate
2981,Amar o khub icchey je ekdin candy Ozzy songe dekha kore oder chotkabar,Yes,Others
2982,Sotti Bangladesh jawar sujog hole apnar sathe dekha korar iccha roilo,No,Not Hate
2983,vhai October ar sera cricketer bolse All time ar sera bole nai. Ar dhorondho kotha tui nijei dhukaisos onnokaw nah..o jetai hok 2 ta match ar nayok,No,Not Hate
2984,Easy oi pai..Thik moto nah bhuijah chillan know.. 2/1 match e judge korbe karon October(2021) ar kotha bolse,No,Not Hate
2985,time ba 10/12 year bole nai.. Ajob bepar..,No,Not Hate
2986,bhai pagol nki.. October ar sera cricketer ar kotha bolse.. All time ICC sera amon na.. October k vhaloo performance dise ta bolen ? ,No,Not Hate
2987,badam khawa mana ei month,No,Not Hate
2988,mane November e ekdom badam khawa jabe na ,No,Not Hate
2989,Bah makeup ar VDO te tmio comment kro,No,Not Hate
2990,tumi naki step brothers bro,No,Not Hate
2991,vai apnader biya te amake dawat diyen please ,No,Not Hate
2992,Tmk rafsan **bhaloii** likhse kno apu,No,Not Hate
2993,Rafsan er din sesh Abir er bangladesh,No,Not Hate
2994,"ak2 veseline juice bania khan!!!, tahole mayb promotion ta thik vabe hobe ",Yes,Others
2995,Apnak sundor lage na apu,Yes,Appearance
2996,apnara ki janen sunehra  R Rafsan prem kore,No,Not Hate
2997,Ektu Vaseline kheyeo nen thle vetor theke shob kaj hbe clear hoye jabe,Yes,Others
2998,"ai meye take tor moto lage,tui besi cute tho",No,Not Hate
2999,video tah ki rafsan bhaiya kore dise?,No,Not Hate
3000,Rafsan the ChotoBhai er mal,Yes,Slang
3001, hoo vai nea jan aita re aita khali rafsan er shate ghosa ghosi kore,Yes,Others
3002,Kotha hocche chul er moddhe baseline maikha shower e dhukar maneh ki?toh baseline dia ki hoilo,No,Not Hate
3003,Chokh e kajol diye ke ghumai bhai ,No,Not Hate
3004,apnr cmnt ta dekhe ami abrw video ta dekhlam,No,Not Hate
3005,Asolei brush na korei egula kora lagbe?,No,Not Hate
3006,"Sabdhan Apu Vaseline diye pores clog kore bron uthleee pore Ar Rafsan er ""bhaloi"" diye ar kaaj hbena",No,Not Hate
3007,thot ekta kuttar hogar moton kore rakhe,Yes,Slang
3008,Vaseline diyei brush tao kora jaito nah? ,No,Not Hate
3009,Ay hy ei maia re shodo bela kule nia gurtam ehn dekhi model hoia gese ,No,Not Hate
3010,bal show off chodai always,Yes,Others
3011,Rafsan the ChotoBhai selera advertise korle footpath er jinish ar meye ra korle hoye jay...rich things ,No,Not Hate
3012,Aktu vaselin kheye nao tahole sob kaj hoye jabe,No,Not Hate
3013,Blv kro boin Chule disilam Gorom Pani diyeo tulte parinai ,No,Not Hate
3014,Lol petroleum jelly is so harmful for skin... Eta k vuleo kew face e apply koro na.. ,No,Not Hate
3015,ei bedi ki tor boin lage nire,Yes,Others
3016,Brush dakhe korlo na ,No,Not Hate
3017,ki koro vai nijer bou er take care o koro na ki vai? ,No,Not Hate
3018,vaia bhabhi onk sondor,No,Not Hate
3019,Dek tor priyo Manus....,No,Not Hate
3020,Mamun toh continuous smile niye dariye ache ,No,Not Hate
3021,Bhai bujhlam polapine er kam ajaira funny tiktok banai ,No,Not Hate
3022,"Apni ki koren,apnar kam ki",No,Not Hate
3023,Khali onner shomalochona chara to apnar vhalo kichu dekhinai,No,Not Hate
3024,"Apni o to nijere hero vhaben, bangla ta to thik moto bolte paren na",No,Not Hate
3025,Bolen banglish egulai to parben,No,Not Hate
3026,"Bhai age janen, bujben ,then Kotha bolen. Uni ja kortese unar income er Jonno korse.",No,Not Hate
3027,Asob roasting video bania uni you tube theke taka income kore,No,Not Hate
3028,"Karo Jodi dush thake Tobe seta apni, Ami jara asob roasting video dekhi. Roasting video te view besi Hoy bolei uni AI typer content creat korsen",No,Not Hate
3029,"tiktok jara kore kisu baper takay,r Baki gula nijer+ loan kore asob video banay.",No,Not Hate
3030,Specifically Meyera onk taka nosto kore dress and makeup er pisone. Jar Jonno Ami tiktok likee ader support Kori na.  ,No,Not Hate
3031,agaira paschal bondho koran,No,Not Hate
3032,Roasting video mane bujho vaya!,No,Not Hate
3033,Tiktok to amr chorom shotru Opochonder jinish Oi betao subidhar na eta bujhachy vhai,No,Not Hate
3034,"oni mitha kno kotha bole nai, ja blse thk e blse Ulta palta mne krbenna, full video dekhe kotha blben",No,Not Hate
3035,bro.. se somalochona kore na just kichu autistic der represent kore.. ,Yes,Others
3036,ganjakhor sungluss porche salai ,Yes,Slang
3037,shoun tumi ki bal da falaico jibone bokachoda....,Yes,Slang
3038,Vaii tmr vidio valo hoy But but tor ei overeat voice ta ekdom vallage na vallage na....,No,Not Hate
3039,Apnar prottek video dkhi .khob valo lage.asole apni sotto kothai bolen.amar Moner moddhe Amon anek Kotha ache,No,Not Hate
3040,Tobe ami bol te Pari na.asole TikTok lieki and snake video agolo bortoman chele meyeder pagoll baniye diyeche,No,Not Hate
3041,video Vitor kamon Kore amr dekle ake bare baje lage.tenx for all video,No,Not Hate
3042,Ora kuttar dhorsone jonmo newa kuttar baccha...Repergant korbe bole deser..pagla garote oder chaiteo susto mental manus ache...,Yes,Slang
3043,Vai oder k puira felte partam taile ektu santi paitam..Oder chul er colour deklei vai mejaj 100 hoiya jay..,Yes,Appearance
3044,vai oder ak glass pani  dan duba mora jak,Yes,Others
3045,"Ei j sob tiktok, like er chele gulo arom seje ghure kno ami bujhi na...normal thaklei to hoi...ato nibba sajar ki a6e vi",No,Not Hate
3046,Chul rong na krle se celebrity hote parbe na arom kono rule ase nki ??,No,Not Hate
3047,"vai apni pottek manuser kothar bul doren bengo koren, k rakhce apnar nam masun?apni to soytaner haddi, ai vedio te ekta kotha bolcen apni toder to amni buk ucha ai kothar mane ki?chih chorittro hin",Yes,Others
3048,Sala bokachoda amr nam kharap kore dilo ,Yes,Slang
3049,ja adhar card a nam paltanor  application de ,No,Not Hate
3050,"Age apni thik hon parle nije valo kicu kore dakhan.. Apni vul doren manush er sob vedio te ai chalatar vul doren,,, dashe ki ar manush nai....Apni nijey to akta te sart pore vedio koren bar bar",No,Not Hate
3051,Tao to kotha dasha to manush er ovab nai...amr mona hoa apnara diya suru korta hoibo,No,Not Hate
3052,kno vll dorle apnar somossa hoy naki..... Bokachoda,Yes,Slang
3053,Apnk Always ekta t-shirt a dkhte vlo lgena vai,No,Not Hate
3054,Apnr voice khub sundor,No,Not Hate
3055,Literally oi joker representer er picher mayta kante kante sesh,No,Not Hate
3056,mamun vaiyer ki dos chilo se korche bolen to vai oy to just manus ke nije koto boro gadar pula or dad je koto boro m... fucker ta boja te cheye che eitai ki tar oporat hai re bangali ,Yes,Others
3057,Ke bolche oder video banate I don't think ki amra kew bolchi ora nijera nijeder kachei celebraty hole vai Ami apni ki sara world bolle ow ora bissas korbe na ata represent na thukku present na ,No,Not Hate
3058,Apnar ki r kono kaj nai ajaira pecal niye kmne thaken joto sob ke ki korche seta onar bepar onno k niye  ato venganor drkar ki,No,Not Hate
3059,Right Nijey valo kicu kore parle dakha te bolen joto gola vedio daklam sodo apu chala ta ke or matha batha Atoco Nijey Akta Ti Sart pore vedio kore ar mone te sart nai basay,No,Not Hate
3060,Ekdike mamun r ek dike opu R onno dike apnader moto lok jara pore thaken oder niye then emon ekta vaab dhoren jeno chinen e na ora kara....,No,Not Hate
3061,"jara vul dhorar jonno oder protita video monojog diye dekhe tara video make kore chinei na ora kara...disgusting lage mamun, opu news feed a asle... Nd apnader motoh kew oder niye pore thakle 3jon e same ",No,Not Hate
3062,are bhi a ki korlo se ki korlo aida diya apner kamki kaiya kam panna,No,Not Hate
3063,Aida ta apner gona hoi apni bujen ajuira lok amr to mone hoi ara ore baje kota kon nija vairal howar jonno sunan mainser pica na laiga nijar da vaben,No,Not Hate
3064,Content aro valo koro .. nice bhai ... .  But Dhyan rakho birol projatir manush gulo like ba ticktock e jara thakey flag jeno na marey .. era ekhon 20 taka teo  bikri hobe na (,No,Not Hate
3065,Bal er represent,Yes,Slang
3066,Tor ki know Kaj nei onnr  gare laga  chara,No,Not Hate
3067,Ei salar reaction Amar ruche na.  Salar Kam nai sala bal cirte ase TikTok er polapan DER. Chudir vai,Yes,Slang
3068,Vi apnar topi ta porlan na Kan Topi tha Jos laga apnaka,No,Not Hate
3069,Dur bal roust kora char to,Yes,Others
3070,Erar shobtin EBA kur bandir puwa in  re paile naga moris fundedi karailam one,Yes,Slang
3071,Era bangladesher representative hle no 1shakib khan  koi jaibo Vai....Allah re Ami songkito ki presentation hcce BD k nei....,No,Not Hate
3072,Tui kon mular khat hawwa,Yes,Slang
3073,"Prithibite manush der poshu prem onek bere gese r tar sobcheye boro proman ai opu,mamun,hero alom ai jontru gulare tolerate kora..dhonno he manobota",No,Not Hate
3074,Agulor  to kotha  boler  uccharon  i hoi na.  Poralekha  koto dur  korse    Allah  mabud  janen. Sagol  er dol.,Yes,Others
3075,Vai tui ekta jinish,No,Not Hate
3076,Aii apner r kono kaj neii sarakkhon khali asob nia bokbok koren chagoler 3 number bacchar moto,Yes,Others
3077,Sala bahan shod aktA tui,Yes,Slang
3078,eisob pagol dia tiktok koraile t emon i hoibo,No,Not Hate
3079,"Tui khub sundar video banas, bes bhalo lage. Chalie jaa.",No,Not Hate
3080,"Togo moto osikkhito, protibondhi abar desh re represent maraner kotha kos. Tora hoili desh er sobcheye nikristo prani. Tik-tok, likee, prankster,YouTuber sob khet.",Yes,Appearance
3081,"Bai 2/1 ta bole chere den ora sobai asoke potibondi, ki korben bolen",No,Not Hate
3082,Egulok juto peta kora uchit.face gulo dekhlei mone hoi juto peta kori.eto joghonno dekhteo hoi manus?puro puppy cutting face,Yes,Appearance
3083,Tumi ki thik kore kotha bolte paro na?? dorkar hole golata jhere nao akbar..,No,Not Hate
3084,"Vai roasting ta soja soji hoise temon gai kata debar moto nah, apni neje bod hoi aktu tried ",No,Not Hate
3085,Ajkei prothom janlam mamun namer keo ase je Likee video kore,No,Not Hate
3086,motherfucker er baccha,Yes,Slang
3087,Tor kotha sonlei matha gorom hoye jay....aisob video bondho kor plz... Onno kaj thakle kor na hole toilet poriskar kor,Yes,Others
3088,Eto tanda mathay bas den kmnne vai,No,Not Hate
3089,Kuttar bacca gula ke iccha kortecha juta diye mari ,Yes,Slang
3090,Oder golay bas dia dao vaia khub chillay,No,Not Hate
3091,Tor ki kaj ni nki Porer video nojor dichhis kno Nije kichu kore dekha,No,Not Hate
3092,Vaiya apnr khota gola onk joss kore bolte paren....mamun apo ami cine na oi aball gola k..,No,Not Hate
3093,ai bainchod mather chod ek kotha kere kos edir to jahanname o jaiga hobe na ogo present er mair chudui mamun re kois or maire gubber sing re dia,Yes,Slang
3094,Baler roaster.. Masumare tw towhid afridi vori disilo akbar,Yes,Slang
3095,Bhai eshob talent sobar thake na legend dar hoy,No,Not Hate
3096,Pagol er sathe sagolra thakba aitae savabik,Yes,Others
3097,Tui airokomi kore ja. sarajibon kichui to kor r korli na. Boka bakita thak. ,No,Not Hate
3098,"Vaia ja react disen,, pura xoxs hoise ",No,Not Hate
3099,Ai gulare police a daua dorkar..,No,Not Hate
3100,Oi cemrar kosto vai Amar sojjo hocce naor kotha gulo sune Ami 4 gonta kanna korci,No,Not Hate
3101,assa onno manus ar nea gibod korar ki asay...nijar kharap ta agay khujon koro...logga kore na onner nea bolte,No,Not Hate
3102,Apni vai ai chagoler baccha golare koi pan,Yes,Others
3103,Vai Tomar Kotha bolar style ta darun,No,Not Hate
3104,Sala tumara Bangladesh ra na Facebook nosto kre felso,No,Not Hate
3105,Jkhon on Kori Facebook tokhoni Sala tumarar baje Post dekhte ar isse korena ,Yes,Others
3106,Ar tumra ki mone koro Bangladeshr manusher khali dimag ase ar kunu manusher nai Ar jto jannewala dekhao amra kisu janina,No,Not Hate
3107,vai apnar kotha golo o ovinoy onk sundor....,No,Not Hate
3108,Oiii Sona tomiki sobsomy aii babyai bosa thako,Yes,Slang
3109,Vai esob tik tok likee abal golare deklei rag othe..... ,Yes,Others
3110,A Boro lojjar bapar,No,Not Hate
3111,Baiya....moja pailam...akthom thik khota bolsen,No,Not Hate
3112,Gajakhor der neye arek gaja khor er roosting,Yes,Slang
3113,Ha ha lol full worled.jaihok boro kotha seta na akane Bangladesh bangladesh boltasen tui koun  des mogai ...,Yes,Others
3114,Ora bangladesh ke represent korle jara tiktok r likeee kore tarao represent kore..oder kothayy etai bujhay,No,Not Hate
3115,likee user der man bon k chudi,Yes,Sexual
3116,vai ather maer valo vabe hoini,Yes,Slang
3117,Vai pubg r pro playerer tik denna akhn..,No,Not Hate
3118,Eid tobuo saradin mon onk kharap silo. Thanks vai mon valo hoye gelo.,No,Not Hate
3119,Tui nijeo to akta chagol Tui ogo nia troll korar ke Faltu.... ledis ,Yes,Slang
3120,Bhai Bangladesh e ki khepachoda rai thake bara mute dile das vese jabe ,Yes,Slang
3121,A bara rost krte ase naki nijer galpo krte ase k jne jhater rostar,Yes,Others
3122,Apnake and kotha guko ke khub valo lage..,No,Not Hate
3123,Ato drama r emotion kothai rakhbo ami,No,Not Hate
3124,mamun age cha besto bosti te ami dekhsi,No,Not Hate
3125,"Tiktok ba likee te ha ha react thkle,ora bujhto,oder sob video te oi react tai asto",No,Not Hate
3126,khankir polare mun chai bichi shoja ekta mari,Yes,Slang
3127,"Vai apnak bolsi,Reactor brro.oi madar cud 2 ta k ki j korte mon cai amar.",Yes,Slang
3128,Bukasuda tor mata sudbane ,Yes,Slang
3129,Ami India thakay apnar vedio dakhi.... Khub valo lagay ,No,Not Hate
3130,Vaia tomar video gula j lage joss...ro agiye jao vaia,No,Not Hate
3131,"Bhai Joss roast korchen,keep it up....",No,Not Hate
3132,Bostir chele pele agula...real bastard ,Yes,Slang
3133,Viya apni paren o Bango korte,No,Not Hate
3134,Ore keu bish kha ami moira jai,No,Not Hate
3135,Tor boinere cude,Yes,Sexual
3136,ki ki agulo asov dekhar jonno fb calai,No,Not Hate
3137,ami o comment e porte ashci mamun vay o mamun vay afni kimon asen ,No,Not Hate
3138,padar pola tui,Yes,Slang
3139,Khakirpo khali rost koroso torya pailay gatti ta dhoira akta pacher ditam,Yes,Slang
3140,Eto dhong er ki dorkar.. he jar Moto thak nah...,No,Not Hate
3141,Apnar kono joggota nai Bole apni Opu mamun der neya aje baje video banan ,Yes,Others
3142,Assa apnar ki kam nai tadar ka nia saraden tadar nia pora takankn,No,Not Hate
3143,"Tui halar put agula Roast Koroc kn,,tore to dekha jay Cagoler baccar moto,,Hala bolda",Yes,Slang
3144,Vay hijlara niya akta video banan..,Yes,Others
3145,"Manush upor a uthuk ba na uthuk tor ki,,  sobar baper a nak golash kno tui",No,Not Hate
3146,Editor vai.....tumi ashole akta bolodcuda.....onnoke kivabe down kora jai...sey cintai thako....abal cudar vuda tumi akta,Yes,Slang
3147,Madar cud Mamun toret ar mair dewyar dorkar,Yes,Slang
3148,Ata neay rost korar mana hoy na ....hala batpor ...,Yes,Others
3149,Bangladesh R Tik Tok Maranir putera,Yes,Slang
3150,bokachoda Tor baller kotha ta palta,Yes,Slang
3151,Shob gula abal tiktoker,Yes,Slang
3152,shawwa korche hankir polara,Yes,Slang
3153,Galagali ta puro vabei diten,No,Not Hate
3154,Bhai tui bara mamuner gade lagchi kenono bhai? Ekta jinish kheyal Rakhi jar gade lege tui asob korchi se tor bap mamun,Yes,Slang
3155,Ei tukai sala ra sob gula desh thake dongso kore fello abaler dol sob gula,Yes,Slang
3156,Dur sudanir putera ,Yes,Slang
3157,Shobti ganja khaia kotha koitase,Yes,Others
3158,Oder open rastay Guli koirra mairra falaile Khub Khushi hoitam,Yes,Others
3159,Bhai onnor bul dra vat den he,No,Not Hate
3160,Tor mar hada bainchod,Yes,Slang
3161,Na hese parlam na ,No,Not Hate
3162,bal tene niche namai,Yes,Slang
3163,Oii madarcud tur ki culkai halar put,Yes,Slang
3164,Jotosob pagol logjon maa maa kore,Yes,Others
3165,Vaia ohra gramer cele vlo vabe English bolte pare na..ai jnno point 2 Point ohder ato opoman na krle hoi..r apni tu onk vlo English blte paren then smart..taily apni ohder k niya pore asen keno??,No,Not Hate
